#====================[TEXTURES]===================================
# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\castle\simon.png	255	0	255
20	textures\castle\ground\2.1_Brick.png	255	0	255
21	textures\castle\ground\Brick2.1.png	255	0	255
30	textures\castle\map\Scene2.1\2.1.png	255	0	255
40	textures\castle\ground\0.png	255	0	255
50	textures\castle\weapon\morningstar.png	255	0	255
60	textures\castle\item\1.png	255	0	255
70	textures\castle\item\3.png	255	0	255
80	textures\castle\blackboard.png	255	0	255
90	textures\castle\font\1.png	255	0	255
100	textures\castle\weapon\1.png	255	0	255
101	textures\castle\heal.png	255	0	255
102	textures\castle\other\1.png	255	0	255
103	textures\castle\other\0.png	255	0	255
104	textures\castle\item\2.png	255	0	255
105	textures\castle\ground\1.png	255	0	255
106	textures\castle\item\0.png	255	0	255


#====================[SPRITES]===================================
# id	left	top	right	bottom	texture_id
[SPRITES]
# SIMON 480 198
# idle left
10011	0	0	60	66	0
#walk
10012	60	0	120	66	0
10013	120	0	180	66	0
10014	180	0	240	66	0
# sit left
10041	240	0	300	66	0
# jumping left
10051	240	0	300	66	0
# die 
10099	76	64	105	165	0
# sit_attack
10100	420	66	480	132	0
10101	0	132	60	198	0
10102	60	132	120	198	0
#stand_attack
10103	300	0	360	66	0
10104	360	0	420	66	0
10105	420	0	480	66	0
#climbing
10106	240	66	300	132	0
10107	300	66	360	132	0
10108	120	66	180	132	0
10109	180	66	240	132	0
#Stair_up_attack
10110	300	132	360	198	0
10111	360	132	420	198	0
10112	420	132	480	198	0
#Stair_down_attack
10113	120	132	180	198	0
10114	180	132	240	198	0
10115	240	132	300	198	0


#BRICK
40001	0	0	32	32	20
40002	0	0	32	32	21


#Title Map, l, t, r, b se dc set lai
50001	1	1	1	1	30
# blackoard
50002	0	0	520	80	80
#boardHealth
50003	0	0	11	18	101
50004	11	0	22	18	101
50005	22	0	33	18	101

#FONT

51000	0	0	15	14	90
51001	15	0	30	14	90
51002	30	0	45	14	90
51003	45	0	60	14	90
51004	60	0	75	14	90
51005	75	0	90	14	90
51006	90	0	105	14	90
51007	105	0	120	14	90
51008	120	0	135	14	90
51009	135	0	150	14	90
51010	150	0	165	14	90
51011	165	0	180	14	90
51012	180	0	195	14	90
51013	0	14	15	28	90
51014	15	14	30	28	90
51015	30	14	45	28	90
51016	45	14	60	28	90
51017	60	14	75	28	90
51018	75	14	90	28	90
51019	90	14	105	28	90
51020	105	14	120	28	90
51021	120	14	135	28	90
51022	135	14	150	28	90
51023	150	14	165	28	90
51024	165	14	180	28	90
51025	180	14	195	28	90
51026	0	28	15	42	90
51027	15	28	30	42	90
51028	30	28	45	42	90
51029	45	28	60	42	90
51030	60	28	75	42	90
51031	75	28	90	42	90
51032	90	28	105	42	90
51033	105	28	120	42	90
51034	120	28	135	42	90
51035	135	28	150	42	90
51036	150	28	165	42	90



#TORCH
60001	0	0	32	64	40
60002	32	0	64	64	40

#CANDLE
60003	0	0	16	32	105
60004	16	0	32	32	105

# morningStar
70001	0	0	160	68	50
70002	160	0	320	68	50
70003	320	0	480	68	50
70004	480	0	540	68	50

# upgradeMorningstar
70005	0	68	160	136	50
70006	160	68	320	136	50
70007	320	68	480	136	50
70008	480	68	540	136	50

# MorningStar LV2
70009	0	136	160	204	50
70010	160	136	320	204	50
70011	320	136	480	204	50
70012	480	136	540	204	50

#UpgradeMorningStar
71000	0	0	32	32	70

#large_heart
80001	0	0	24	20	60

#SmallHeart
80002	0	0	16	16	106

#Dagger
81000	0	0	32	18	100

#FIRE
81010	0	0	42	44	102
81011	42	0	84	44	102
81012	84	0	126	44	102
81013	126	0	168	44	102

#Hit
81014	0	0	16	20	103
81015	16	0	32	20	103

#MONNEY
81016	0	0	30	30	104
81017	30	0	60	30	104
81018	60	0	90	30	104


#====================[ANIMATIONS]===================================
# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
# ==== SIMON =========
#idle left
401	10011	100
#walk left 
501	10011	100	10012	100	10013	100	10014	100
#jump left
502	10051	100
# sit left
503	10041	100
#die
599	10099	100
#sit_attack
504	10100	100	10101	100	10102	100
#stand_attack
505	10103	100	10104	100	10105	100
#Climbing
506	10106	100
507	10107	100
508	10108	100
509	10109	100
#Stair_up_attack
510	10110	100	10111	100	10112	100
511	10113	100	10114	100	10115	100

# ==== BRICK =========
602	40001	100
603	40002	100

# === TORCH ====
701	60001	100	60002	100

#===CANDLE=====
702	60003	100	60004	100

# =======MorningStar======
801	70001	90	70002	90	70003	90	70004	90

#==morningstar 1====
802	70005	90	70006	90	70007	90	70008	90

#=========MorningStar LV2=========
803	70009	90	70010	90	70011	90	70012	90

#========upgradeMorningStar=======
809	71000	100

#=======LARGEHEART===========
901	80001	100

#=======SMALLHEART===========
902	80002	100

#======FONT=======
1000	51000	100
1001	51001	100
1002	51002	100
1003	51003	100
1004	51004	100
1005	51005	100
1006	51006	100
1007	51007	100
1008	51008	100
1009	51009	100
1010	51010	100
1011	51011	100
1012	51012	100
1013	51013	100
1014	51014	100
1015	51015	100
1016	51016	100
1017	51017	100
1018	51018	100
1019	51019	100
1020	51020	100
1021	51021	100
1022	51022	100
1023	51023	100
1024	51024	100
1025	51025	100
1026	51026	100
1027	51027	100
1028	51028	100
1029	51029	100
1030	51030	100
1031	51031	100
1032	51032	100
1033	51033	100
1034	51034	100
1035	51035	100
1036	51036	100

# =======BOARD========
1100	50002	100
#=======BoardHealth=====
1101	50003	100
1102	50004	100
1103	50005	100

#========dagger=========
1110	81000	100

#========monney=========
1111	81016	100
1112	81017	100
1113	81018	100

#=======Fire============
1200	81010	100	81011	100	81012	100	81013	100

#=======Hit=============
1201	81014	100	81015	100

#====================[ANIMATION_SETS]===================================
# id	ani0	ani1	ani2  (id.push_back(ani0...)
# 
[ANIMATION_SETS]
# MARIO
1	401	501	503	502	599	504	505	506	507	508	509	510	511
#  BRICK 
22	602
23	603

# TORCH
33	701

#CANDLE
34	702

# MORNINGSTAR
44	801	802	803

#LARGEHEART
45	901

#UpgradeMorningStar
46	809

#FONT
47	1000	1001	1002	1003	1004	1005	1006	1007	1008	1009	1010	1011	1012	1013	1014	1015	1016	1017	1018	1019	1020	1021	1022	1023	1024	1025	1026	1027	1028	1029	1030	1031	1032	1033	1034	1035	1036

#BOARD
48	1100

#DAGGER
49	1110

#boardHealth
50	1101	1102	1103

#Fire
51	1200

#Hit
52	1201

#Monney
53	1111	1112	1113

#SmallHeart
54	902


#====================[OBJECTS]===================================
[OBJECTS]
# type	x	y	ani_set_id	id	extra_settings per object type

#id: simon 0, portal 1, 2 <= brick < 1000, 1000 <= torch < 1200, 1200 <= ghost < 1300...

# type: 0 = Mario , 1 = Brick, 2 = torch, candle = 3, 4 = stair, 50 = portal,

# MARIO
0	17	300	1	0

# BRICK 
1	0	432	22	2
1	32	432	22	3
1	64	432	22	4
1	96	432	22	5
1	128	432	22	6
1	160	432	22	7
1	192	432	22	8
1	224	432	22	9
1	256	432	22	10
1	288	432	22	11
1	320	432	22	12
1	352	432	22	13
1	384	432	22	14
1	416	432	22	15
1	448	432	22	16
1	480	432	22	17

# tang 2

1	320	304	23	12
1	352	304	22	13
1	384	304	22	14
1	416	304	22	15
1	448	304	22	16
1	480	304	22	17

# tang 3
1	0	240	22	18
1	32	240	22	19
1	64	240	22	20
1	96	240	22	21
1	128	240	22	22
1	160	240	22	23
1	192	240	22	24
1	224	240	22	25
1	256	240	22	26
1	288	240	22	27

#RIGHT_1
1	448	80	22	16
1	448	112	22	17
1	448	144	22	18
1	448	176	22	19
1	448	208	22	20
1	448	240	22	21
1	448	272	22	22
1	448	336	22	3
1	448	368	22	3
1	448	400	22	3


#Right_2
1	480	80	22	23
1	480	112	22	24
1	480	144	22	25
1	480	176	22	26
1	480	208	22	27
1	480	240	22	28
1	480	272	22	29
1	480	336	22	3
1	480	368	22	3
1	480	400	22	3


#Left_1
1	0	80	22	3
1	0	112	22	3
1	0	144	22	3
1	0	176	22	3
1	0	208	22	3
1	32	208	22	3

1	0	272	22	3
1	32	272	22	3
1	0	304	22	3
1	32	304	22	3




#Stair 
#type 4 in, 5 out
# type	x	y	ani_set_id	id	t(1 UP_ 2 DOWN)	nx
4	205	405	0	900	1	1
4	320	220	0	900	2	1





# --- SCENE PORTAL ---- 115 98 150 1
# type	l	t	ani_set_id	id	r	b	scene_id
50	400	390	0	999	480	420	3


#====================[TILEMAP]===================================
[TILEMAP]
#TILEMAP
# filepath	mapTXT
textures\castle\map\Scene2.1\2.1.png	textures\castle\map\Scene2.1\2.1.txt
